201905061600: 0.86,201905061700: 0.89,201905061800: 0.66,201905061900: 0.71,201905062000: 0.69,201905062100: 0.69,201905062200: 0.8,201905062300: 0.99,201905070800: 0.78,201905070900: 0.89,201905071000: 0.94,201905071100: 0.95,201905071200: 0.92,201905071300: 0.79,201905071400: 0.71,201905071500: 0.76,
201905171500: 0.59,201905171600: 0.68,201905171700: 0.91,201905171800: 0.8,201905171900: 0.81,201905172000: 0.75,201905172100: 0.74,201905172200: 0.86,201905172300: 0.92,201905180800: 0.68,201905180900: 0.78,201905181000: 0.84,201905181100: 0.95,201905181200: 0.98,201905181300: 0.91,201905181400: 0.78,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171600: 0.67,201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,
201905171700: 0.89,201905171800: 0.82,201905171900: 0.82,201905172000: 0.76,201905172100: 0.75,201905172200: 0.87,201905172300: 0.91,201905180800: 0.67,201905180900: 0.77,201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.9,201905181400: 0.77,201905181500: 0.72,201905181600: 0.79,
201905171800: 0.76,201905171900: 0.76,201905172000: 0.71,201905172100: 0.7,201905172200: 0.82,201905172300: 0.97,201905180800: 0.72,201905180900: 0.82,201905181000: 0.89,201905181100: 1.0,201905181200: 0.93,201905181300: 0.95,201905181400: 0.81,201905181500: 0.76,201905181600: 0.84,201905181700: 0.95,
201905171900: 0.79,201905172000: 0.73,201905172100: 0.73,201905172200: 0.84,201905172300: 0.94,201905180800: 0.7,201905180900: 0.8,201905181000: 0.86,201905181100: 0.97,201905181200: 0.96,201905181300: 0.93,201905181400: 0.79,201905181500: 0.75,201905181600: 0.82,201905181700: 0.98,201905181800: 0.74,
201905172000: 0.78,201905172100: 0.76,201905172200: 0.89,201905172300: 0.9,201905180800: 0.66,201905180900: 0.76,201905181000: 0.82,201905181100: 0.92,201905181200: 0.99,201905181300: 0.88,201905181400: 0.76,201905181500: 0.71,201905181600: 0.78,201905181700: 0.97,201905181800: 0.79,201905181900: 0.81,
201905172100: 0.74,201905172200: 0.86,201905172300: 0.93,201905180800: 0.68,201905180900: 0.78,201905181000: 0.84,201905181100: 0.95,201905181200: 0.98,201905181300: 0.91,201905181400: 0.78,201905181500: 0.74,201905181600: 0.81,201905181700: 1.0,201905181800: 0.76,201905181900: 0.79,201905182000: 0.73,
201905172200: 0.86,201905172300: 0.93,201905180800: 0.68,201905180900: 0.78,201905181000: 0.84,201905181100: 0.95,201905181200: 0.98,201905181300: 0.91,201905181400: 0.78,201905181500: 0.74,201905181600: 0.81,201905181700: 1.0,201905181800: 0.76,201905181900: 0.79,201905182000: 0.73,201905182100: 0.69,
201905172300: 0.93,201905180800: 0.68,201905180900: 0.78,201905181000: 0.84,201905181100: 0.95,201905181200: 0.98,201905181300: 0.91,201905181400: 0.78,201905181500: 0.73,201905181600: 0.81,201905181700: 1.0,201905181800: 0.76,201905181900: 0.79,201905182000: 0.73,201905182100: 0.68,201905182200: 0.78,
201905180800: 0.69,201905180900: 0.79,201905181000: 0.85,201905181100: 0.96,201905181200: 0.97,201905181300: 0.92,201905181400: 0.78,201905181500: 0.74,201905181600: 0.81,201905181700: 0.99,201905181800: 0.75,201905181900: 0.78,201905182000: 0.72,201905182100: 0.68,201905182200: 0.77,201905182300: 0.96,
201905180900: 0.79,201905181000: 0.85,201905181100: 0.96,201905181200: 0.97,201905181300: 0.92,201905181400: 0.79,201905181500: 0.74,201905181600: 0.81,201905181700: 0.99,201905181800: 0.75,201905181900: 0.78,201905182000: 0.72,201905182100: 0.68,201905182200: 0.77,201905182300: 0.96,201905190800: 0.8,
201905181000: 0.83,201905181100: 0.93,201905181200: 0.99,201905181300: 0.89,201905181400: 0.77,201905181500: 0.72,201905181600: 0.79,201905181700: 0.98,201905181800: 0.78,201905181900: 0.8,201905182000: 0.74,201905182100: 0.7,201905182200: 0.79,201905182300: 0.99,201905190800: 0.78,201905190900: 0.92,
201905181100: 0.93,201905181200: 0.99,201905181300: 0.89,201905181400: 0.77,201905181500: 0.72,201905181600: 0.79,201905181700: 0.98,201905181800: 0.78,201905181900: 0.8,201905182000: 0.74,201905182100: 0.7,201905182200: 0.79,201905182300: 0.99,201905190800: 0.78,201905190900: 0.92,201905191000: 0.98,
201905181200: 1.0,201905181300: 0.89,201905181400: 0.76,201905181500: 0.72,201905181600: 0.78,201905181700: 0.97,201905181800: 0.78,201905181900: 0.81,201905182000: 0.75,201905182100: 0.7,201905182200: 0.8,201905182300: 1.0,201905190800: 0.77,201905190900: 0.91,201905191000: 0.97,201905191100: 1.0,
201905181300: 0.88,201905181400: 0.76,201905181500: 0.71,201905181600: 0.78,201905181700: 0.97,201905181800: 0.79,201905181900: 0.81,201905182000: 0.75,201905182100: 0.71,201905182200: 0.8,201905182300: 1.0,201905190800: 0.77,201905190900: 0.91,201905191000: 0.97,201905191100: 1.0,201905191200: 0.96,
201905181400: 0.79,201905181500: 0.74,201905181600: 0.82,201905181700: 0.98,201905181800: 0.75,201905181900: 0.77,201905182000: 0.71,201905182100: 0.67,201905182200: 0.76,201905182300: 0.96,201905190800: 0.81,201905190900: 0.95,201905191000: 0.98,201905191100: 0.96,201905191200: 0.92,201905191300: 0.96,
201905181500: 0.73,201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181600: 0.8,201905181700: 0.99,201905181800: 0.77,201905181900: 0.8,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.78,201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,
201905181700: 1.0,201905181800: 0.76,201905181900: 0.79,201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.98,201905190800: 0.79,201905190900: 0.93,201905191000: 1.0,201905191100: 0.98,201905191200: 0.94,201905191300: 0.94,201905191400: 0.83,201905191500: 0.8,201905191600: 0.88,
201905181800: 0.75,201905181900: 0.78,201905182000: 0.72,201905182100: 0.68,201905182200: 0.77,201905182300: 0.96,201905190800: 0.8,201905190900: 0.95,201905191000: 0.99,201905191100: 0.96,201905191200: 0.93,201905191300: 0.96,201905191400: 0.85,201905191500: 0.81,201905191600: 0.89,201905191700: 0.87,
201905181900: 0.78,201905182000: 0.72,201905182100: 0.68,201905182200: 0.77,201905182300: 0.97,201905190800: 0.8,201905190900: 0.94,201905191000: 1.0,201905191100: 0.97,201905191200: 0.93,201905191300: 0.95,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.87,201905191800: 0.64,
201905182000: 0.73,201905182100: 0.69,201905182200: 0.78,201905182300: 0.97,201905190800: 0.79,201905190900: 0.94,201905191000: 1.0,201905191100: 0.98,201905191200: 0.94,201905191300: 0.95,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.88,201905191800: 0.65,201905191900: 0.64,
201905182100: 0.69,201905182200: 0.78,201905182300: 0.97,201905190800: 0.79,201905190900: 0.94,201905191000: 1.0,201905191100: 0.98,201905191200: 0.94,201905191300: 0.95,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.88,201905191800: 0.65,201905191900: 0.64,201905192000: 0.62,
201905182200: 0.79,201905182300: 0.99,201905190800: 0.78,201905190900: 0.92,201905191000: 0.98,201905191100: 0.99,201905191200: 0.96,201905191300: 0.93,201905191400: 0.82,201905191500: 0.78,201905191600: 0.86,201905191700: 0.9,201905191800: 0.66,201905191900: 0.66,201905192000: 0.63,201905192100: 0.6,
201905182300: 0.93,201905190800: 0.83,201905190900: 0.99,201905191000: 0.95,201905191100: 0.93,201905191200: 0.89,201905191300: 0.99,201905191400: 0.88,201905191500: 0.84,201905191600: 0.92,201905191700: 0.83,201905191800: 0.6,201905191900: 0.6,201905192000: 0.58,201905192100: 0.56,201905192200: 0.7,
201905190800: 0.79,201905190900: 0.93,201905191000: 1.0,201905191100: 0.98,201905191200: 0.94,201905191300: 0.94,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.88,201905191800: 0.65,201905191900: 0.64,201905192000: 0.62,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,
201905190900: 0.93,201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,201905191600: 0.87,201905191700: 0.89,201905191800: 0.65,201905191900: 0.65,201905192000: 0.62,201905192100: 0.6,201905192200: 0.75,201905192300: 0.98,201905200800: 0.71,
201905191000: 0.99,201905191100: 0.98,201905191200: 0.95,201905191300: 0.94,201905191400: 0.83,201905191500: 0.79,201905191600: 0.87,201905191700: 0.89,201905191800: 0.65,201905191900: 0.65,201905192000: 0.62,201905192100: 0.6,201905192200: 0.75,201905192300: 0.98,201905200800: 0.71,201905200900: 0.82,
201905191100: 0.96,201905191200: 0.92,201905191300: 0.96,201905191400: 0.85,201905191500: 0.81,201905191600: 0.9,201905191700: 0.86,201905191800: 0.63,201905191900: 0.63,201905192000: 0.6,201905192100: 0.58,201905192200: 0.73,201905192300: 1.0,201905200800: 0.74,201905200900: 0.85,201905201000: 0.89,
201905191200: 0.94,201905191300: 0.94,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.88,201905191800: 0.65,201905191900: 0.64,201905192000: 0.62,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.85,
201905191300: 0.94,201905191400: 0.84,201905191500: 0.8,201905191600: 0.88,201905191700: 0.89,201905191800: 0.65,201905191900: 0.65,201905192000: 0.62,201905192100: 0.6,201905192200: 0.75,201905192300: 0.98,201905200800: 0.71,201905200900: 0.82,201905201000: 0.86,201905201100: 0.85,201905201200: 0.96,
201905191400: 0.84,201905191500: 0.81,201905191600: 0.89,201905191700: 0.87,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.99,201905200800: 0.73,201905200900: 0.84,201905201000: 0.87,201905201100: 0.86,201905201200: 0.98,201905201300: 0.89,
201905191500: 0.81,201905191600: 0.89,201905191700: 0.87,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.99,201905200800: 0.73,201905200900: 0.84,201905201000: 0.87,201905201100: 0.86,201905201200: 0.98,201905201300: 0.89,201905201400: 0.71,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191600: 0.88,201905191700: 0.88,201905191800: 0.64,201905191900: 0.64,201905192000: 0.61,201905192100: 0.59,201905192200: 0.74,201905192300: 0.98,201905200800: 0.72,201905200900: 0.83,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,
201905191700: 0.9,201905191800: 0.66,201905191900: 0.66,201905192000: 0.63,201905192100: 0.61,201905192200: 0.76,201905192300: 0.96,201905200800: 0.7,201905200900: 0.81,201905201000: 0.84,201905201100: 0.83,201905201200: 0.94,201905201300: 0.86,201905201400: 0.69,201905201500: 0.64,201905201600: 0.71,
201905191800: 0.62,201905191900: 0.62,201905192000: 0.6,201905192100: 0.58,201905192200: 0.72,201905192300: 0.99,201905200800: 0.74,201905200900: 0.86,201905201000: 0.89,201905201100: 0.88,201905201200: 0.99,201905201300: 0.9,201905201400: 0.73,201905201500: 0.67,201905201600: 0.75,201905201700: 0.98,
201905191900: 0.62,201905192000: 0.59,201905192100: 0.57,201905192200: 0.71,201905192300: 0.98,201905200800: 0.75,201905200900: 0.87,201905201000: 0.9,201905201100: 0.89,201905201200: 0.99,201905201300: 0.91,201905201400: 0.73,201905201500: 0.68,201905201600: 0.76,201905201700: 1.0,201905201800: 0.7,
201905192000: 0.59,201905192100: 0.57,201905192200: 0.71,201905192300: 0.98,201905200800: 0.75,201905200900: 0.87,201905201000: 0.9,201905201100: 0.89,201905201200: 0.99,201905201300: 0.91,201905201400: 0.73,201905201500: 0.68,201905201600: 0.76,201905201700: 1.0,201905201800: 0.7,201905201900: 0.67,
201905192100: 0.56,201905192200: 0.7,201905192300: 0.96,201905200800: 0.76,201905200900: 0.88,201905201000: 0.92,201905201100: 0.9,201905201200: 0.98,201905201300: 0.93,201905201400: 0.74,201905201500: 0.69,201905201600: 0.77,201905201700: 0.99,201905201800: 0.68,201905201900: 0.66,201905202000: 0.61,
201905192200: 0.74,201905192300: 0.99,201905200800: 0.72,201905200900: 0.84,201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,201905201600: 0.73,201905201700: 0.96,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.63,
201905192300: 0.99,201905200800: 0.74,201905200900: 0.85,201905201000: 0.89,201905201100: 0.88,201905201200: 0.99,201905201300: 0.9,201905201400: 0.72,201905201500: 0.67,201905201600: 0.75,201905201700: 0.98,201905201800: 0.71,201905201900: 0.68,201905202000: 0.63,201905202100: 0.61,201905202200: 0.73,
201905200800: 0.71,201905200900: 0.83,201905201000: 0.86,201905201100: 0.85,201905201200: 0.96,201905201300: 0.88,201905201400: 0.7,201905201500: 0.65,201905201600: 0.73,201905201700: 0.95,201905201800: 0.73,201905201900: 0.71,201905202000: 0.65,201905202100: 0.63,201905202200: 0.75,201905202300: 0.94,
201905200900: 0.83,201905201000: 0.86,201905201100: 0.85,201905201200: 0.96,201905201300: 0.88,201905201400: 0.7,201905201500: 0.65,201905201600: 0.73,201905201700: 0.95,201905201800: 0.73,201905201900: 0.71,201905202000: 0.65,201905202100: 0.63,201905202200: 0.75,201905202300: 0.94,201905210800: 0.76,
201905201000: 0.87,201905201100: 0.86,201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,201905201600: 0.73,201905201700: 0.96,201905201800: 0.73,201905201900: 0.7,201905202000: 0.65,201905202100: 0.63,201905202200: 0.75,201905202300: 0.93,201905210800: 0.77,201905210900: 0.85,
201905201100: 0.91,201905201200: 0.97,201905201300: 0.93,201905201400: 0.75,201905201500: 0.69,201905201600: 0.77,201905201700: 0.98,201905201800: 0.68,201905201900: 0.65,201905202000: 0.6,201905202100: 0.59,201905202200: 0.7,201905202300: 0.87,201905210800: 0.82,201905210900: 0.91,201905211000: 0.94,
201905201200: 0.97,201905201300: 0.88,201905201400: 0.71,201905201500: 0.66,201905201600: 0.73,201905201700: 0.96,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.63,201905202200: 0.74,201905202300: 0.92,201905210800: 0.77,201905210900: 0.86,201905211000: 0.88,201905211100: 0.9,
201905201300: 0.87,201905201400: 0.7,201905201500: 0.65,201905201600: 0.73,201905201700: 0.95,201905201800: 0.74,201905201900: 0.71,201905202000: 0.66,201905202100: 0.64,201905202200: 0.76,201905202300: 0.94,201905210800: 0.76,201905210900: 0.84,201905211000: 0.87,201905211100: 0.89,201905211200: 0.96,
201905201400: 0.7,201905201500: 0.65,201905201600: 0.73,201905201700: 0.95,201905201800: 0.74,201905201900: 0.71,201905202000: 0.66,201905202100: 0.64,201905202200: 0.76,201905202300: 0.94,201905210800: 0.76,201905210900: 0.84,201905211000: 0.87,201905211100: 0.89,201905211200: 0.96,201905211300: 0.82,
201905201500: 0.65,201905201600: 0.72,201905201700: 0.94,201905201800: 0.75,201905201900: 0.72,201905202000: 0.66,201905202100: 0.64,201905202200: 0.76,201905202300: 0.95,201905210800: 0.75,201905210900: 0.83,201905211000: 0.86,201905211100: 0.88,201905211200: 0.95,201905211300: 0.81,201905211400: 0.64,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201600: 0.74,201905201700: 0.97,201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,
201905201700: 0.97,201905201800: 0.72,201905201900: 0.69,201905202000: 0.64,201905202100: 0.62,201905202200: 0.74,201905202300: 0.92,201905210800: 0.78,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.84,201905211400: 0.66,201905211500: 0.61,201905211600: 0.7,
201905201800: 0.72,201905201900: 0.7,201905202000: 0.64,201905202100: 0.63,201905202200: 0.74,201905202300: 0.92,201905210800: 0.77,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.83,201905211400: 0.65,201905211500: 0.61,201905211600: 0.7,201905211700: 0.95,
201905201900: 0.7,201905202000: 0.64,201905202100: 0.63,201905202200: 0.74,201905202300: 0.92,201905210800: 0.77,201905210900: 0.86,201905211000: 0.89,201905211100: 0.91,201905211200: 0.98,201905211300: 0.83,201905211400: 0.65,201905211500: 0.61,201905211600: 0.7,201905211700: 0.95,201905211800: 0.73,
